variable	year	city	value
Noodles	2008	Kitakyushu-shi	898
Other cereals	2008	Kitakyushu-shi	322
Fish & shellfish	2008	Kitakyushu-shi	6153
Raw fish & shellfish	2008	Kitakyushu-shi	3983
Salted & dried fish	2008	Kitakyushu-shi	1049
Fish-paste products	2008	Kitakyushu-shi	673
Other processed fish	2008	Kitakyushu-shi	448
Meat	2008	Kitakyushu-shi	5316
Raw meat	2008	Kitakyushu-shi	4441
Processed meat	2008	Kitakyushu-shi	875
Dairy products & eggs	2008	Kitakyushu-shi	2519
Fresh milk	2008	Kitakyushu-shi	1029
Dairy products	2008	Kitakyushu-shi	811
Eggs	2008	Kitakyushu-shi	679
Vegetables & seaweeds	2008	Kitakyushu-shi	6893
Fresh vegetables	2008	Kitakyushu-shi	4562
Dried vegetables & seaweeds	2008	Kitakyushu-shi	589
Soybean products	2008	Kitakyushu-shi	924
Other processed vegetables & seaweeds	2008	Kitakyushu-shi	818
Fruits	2008	Kitakyushu-shi	2207
Fresh fruits	2008	Kitakyushu-shi	2128
Processed fruits	2008	Kitakyushu-shi	79
Oils, fats & seasonings	2008	Kitakyushu-shi	2510
Oils & fats	2008	Kitakyushu-shi	266
Seasonings	2008	Kitakyushu-shi	2244
Cakes & candies	2008	Kitakyushu-shi	3318
Cooked food	2008	Kitakyushu-shi	5864
Cooked food with rice, bread or noodles	2008	Kitakyushu-shi	2856
Other cooked food	2008	Kitakyushu-shi	3008
Beverages	2008	Kitakyushu-shi	2549
Tea	2008	Kitakyushu-shi	690
Coffee & cocoa	2008	Kitakyushu-shi	431
Other beverages	2008	Kitakyushu-shi	1428
Alcoholic beverages	2008	Kitakyushu-shi	3036
Meals outside the home	2008	Kitakyushu-shi	7754
Eating out	2008	Kitakyushu-shi	7454
School lunch	2008	Kitakyushu-shi	300
Charges for board	2008	Kitakyushu-shi	0
Housing	2008	Kitakyushu-shi	14050
Rents for dwelling & land	2008	Kitakyushu-shi	10329
Repairs & maintenance	2008	Kitakyushu-shi	3722
Tools & materials for repairs & maintenance	2008	Kitakyushu-shi	1636
Service charges for repairs & maintenance	2008	Kitakyushu-shi	2086
Fuel, light & water charges	2008	Kitakyushu-shi	17270
Electricity	2008	Kitakyushu-shi	7521
Gas	2008	Kitakyushu-shi	5247
Other fuel & light	2008	Kitakyushu-shi	920
Water & sewerage charges	2008	Kitakyushu-shi	3582
Furniture & household utensils	2008	Kitakyushu-shi	7025
Household durable goods	2008	Kitakyushu-shi	2311
Durable goods assisting housework	2008	Kitakyushu-shi	1208
Heating & cooling appliances	2008	Kitakyushu-shi	861
General furniture	2008	Kitakyushu-shi	242
Interior furnishings & decorations	2008	Kitakyushu-shi	468
Bedding	2008	Kitakyushu-shi	325
Domestic utensils	2008	Kitakyushu-shi	1530
Domestic non-durable goods	2008	Kitakyushu-shi	1918
Domestic services	2008	Kitakyushu-shi	471
Clothing & footwear	2008	Kitakyushu-shi	13509
Japanese clothing	2008	Kitakyushu-shi	4020
Clothing	2008	Kitakyushu-shi	4127
Shirts & sweaters	2008	Kitakyushu-shi	1859
Underwear	2008	Kitakyushu-shi	771
Cloth & thread	2008	Kitakyushu-shi	183
Other clothing	2008	Kitakyushu-shi	793
Footwear	2008	Kitakyushu-shi	1209
Services related to clothing	2008	Kitakyushu-shi	547
Medical care	2008	Kitakyushu-shi	9274
Medicines	2008	Kitakyushu-shi	1410
Health fortification	2008	Kitakyushu-shi	1220
Medical supplies & appliances	2008	Kitakyushu-shi	1099
Medical services	2008	Kitakyushu-shi	5546
Transportation & communication	2008	Kitakyushu-shi	23316
Public transportation	2008	Kitakyushu-shi	4542
Private transportation	2008	Kitakyushu-shi	10772
Purchase of vehicles	2008	Kitakyushu-shi	957
Purchase of bicycles	2008	Kitakyushu-shi	75
Maintenance of vehicles	2008	Kitakyushu-shi	9741
Communication	2008	Kitakyushu-shi	8002
Education	2008	Kitakyushu-shi	4213
Culture & recreation	2008	Kitakyushu-shi	23598
Recreational durable goods	2008	Kitakyushu-shi	3018
Recreational goods	2008	Kitakyushu-shi	4487
Books & other reading materials	2008	Kitakyushu-shi	3456
Recreational services	2008	Kitakyushu-shi	12637
Accommodation services	2008	Kitakyushu-shi	691
Package tours	2008	Kitakyushu-shi	3887
Lesson fees	2008	Kitakyushu-shi	1568
Other recreational services	2008	Kitakyushu-shi	6492
Other consumption expenditures	2008	Kitakyushu-shi	49845
Miscellaneous	2008	Kitakyushu-shi	16738
Personal care services	2008	Kitakyushu-shi	2184
Personal care goods	2008	Kitakyushu-shi	3438
Personal effects	2008	Kitakyushu-shi	1000
Tobacco	2008	Kitakyushu-shi	1448
Other miscellaneous	2008	Kitakyushu-shi	8668
Pocket money (of which, detailed uses unknown)	2008	Kitakyushu-shi	8569
Social expenses	2008	Kitakyushu-shi	20089
Other goods & services	2008	Kitakyushu-shi	323
Money gifts	2008	Kitakyushu-shi	9850
Other social expenses	2008	Kitakyushu-shi	1995
Remittance	2008	Kitakyushu-shi	4448
(Regrouped) Expenses for education	2008	Kitakyushu-shi	8975
(Regrouped) Expenses for culture & recreation	2008	Kitakyushu-shi	26811
(Regrouped) Intel exchange	2008	Kitakyushu-shi	10953
(Regrouped) Sum of Goods & Services 1)	2008	Kitakyushu-shi	190873
Goods (commodities)	2008	Kitakyushu-shi	116770
Durable goods	2008	Kitakyushu-shi	8590
Semi-durable goods	2008	Kitakyushu-shi	21253
Non-durable goods	2008	Kitakyushu-shi	86926
Services	2008	Kitakyushu-shi	74104
Expenditures in kind	2008	Kitakyushu-shi	7276
Homemade	2008	Kitakyushu-shi	323
Engel's coefficient (%)	2008	Kitakyushu-shi	24.9
Distribution of households	2009	Sapporo-shi	147
Num. of tabulated households	2009	Sapporo-shi	107
Num. of persons per household (persons)	2009	Sapporo-shi	2.37
Num. of earners per household (persons)	2009	Sapporo-shi	1.01
Age of household heads (years old)	2009	Sapporo-shi	54.5
Rate of owned dwellings (%)	2009	Sapporo-shi	60.7
Rate of rented dwellings & land (%)	2009	Sapporo-shi	36.8
Consumption expenditures	2009	Sapporo-shi	242455
Food	2009	Sapporo-shi	53574
Cereals	2009	Sapporo-shi	5335
Rice	2009	Sapporo-shi	2198
Bread	2009	Sapporo-shi	1690
Noodles	2009	Sapporo-shi	1102
Other cereals	2009	Sapporo-shi	346
Fish & shellfish	2009	Sapporo-shi	5163
Raw fish & shellfish	2009	Sapporo-shi	2903
Salted & dried fish	2009	Sapporo-shi	988
Fish-paste products	2009	Sapporo-shi	522
Other processed fish	2009	Sapporo-shi	751
Meat	2009	Sapporo-shi	4228
Raw meat	2009	Sapporo-shi	3111
Processed meat	2009	Sapporo-shi	1117
Dairy products & eggs	2009	Sapporo-shi	2317
Fresh milk	2009	Sapporo-shi	883
Dairy products	2009	Sapporo-shi	926
Eggs	2009	Sapporo-shi	507
Vegetables & seaweeds	2009	Sapporo-shi	6612
Fresh vegetables	2009	Sapporo-shi	4398
Dried vegetables & seaweeds	2009	Sapporo-shi	477
Soybean products	2009	Sapporo-shi	782
Other processed vegetables & seaweeds	2009	Sapporo-shi	956
Fruits	2009	Sapporo-shi	2060
Fresh fruits	2009	Sapporo-shi	1967
Processed fruits	2009	Sapporo-shi	93
Oils, fats & seasonings	2009	Sapporo-shi	2305
Oils & fats	2009	Sapporo-shi	248
Seasonings	2009	Sapporo-shi	2057
Cakes & candies	2009	Sapporo-shi	4062
Cooked food	2009	Sapporo-shi	5719
Cooked food with rice, bread or noodles	2009	Sapporo-shi	2390
Other cooked food	2009	Sapporo-shi	3329
Beverages	2009	Sapporo-shi	3094
Tea	2009	Sapporo-shi	742
Coffee & cocoa	2009	Sapporo-shi	735
Other beverages	2009	Sapporo-shi	1617
Alcoholic beverages	2009	Sapporo-shi	3491
Meals outside the home	2009	Sapporo-shi	9186
Eating out	2009	Sapporo-shi	8269
School lunch	2009	Sapporo-shi	917
Charges for board	2009	Sapporo-shi	0
Housing	2009	Sapporo-shi	18734
Rents for dwelling & land	2009	Sapporo-shi	13977
Repairs & maintenance	2009	Sapporo-shi	4757
Tools & materials for repairs & maintenance	2009	Sapporo-shi	2717
Service charges for repairs & maintenance	2009	Sapporo-shi	2040
Fuel, light & water charges	2009	Sapporo-shi	19557
Electricity	2009	Sapporo-shi	7362
Gas	2009	Sapporo-shi	4153
Other fuel & light	2009	Sapporo-shi	4404
Water & sewerage charges	2009	Sapporo-shi	3637
Furniture & household utensils	2009	Sapporo-shi	6384
Household durable goods	2009	Sapporo-shi	1641
Durable goods assisting housework	2009	Sapporo-shi	1114
Heating & cooling appliances	2009	Sapporo-shi	148
General furniture	2009	Sapporo-shi	380
Interior furnishings & decorations	2009	Sapporo-shi	368
Bedding	2009	Sapporo-shi	350
Domestic utensils	2009	Sapporo-shi	1576
Domestic non-durable goods	2009	Sapporo-shi	1771
Domestic services	2009	Sapporo-shi	677
Clothing & footwear	2009	Sapporo-shi	11109
Japanese clothing	2009	Sapporo-shi	295
Clothing	2009	Sapporo-shi	4640
Shirts & sweaters	2009	Sapporo-shi	2060
Underwear	2009	Sapporo-shi	801
Cloth & thread	2009	Sapporo-shi	116
Other clothing	2009	Sapporo-shi	1020
Footwear	2009	Sapporo-shi	1434
Services related to clothing	2009	Sapporo-shi	743
Medical care	2009	Sapporo-shi	11173
Medicines	2009	Sapporo-shi	1508
Health fortification	2009	Sapporo-shi	881
Medical supplies & appliances	2009	Sapporo-shi	1428
Medical services	2009	Sapporo-shi	7355
Transportation & communication	2009	Sapporo-shi	30299
Public transportation	2009	Sapporo-shi	5151
Private transportation	2009	Sapporo-shi	15462
Purchase of vehicles	2009	Sapporo-shi	3566
Purchase of bicycles	2009	Sapporo-shi	139
Maintenance of vehicles	2009	Sapporo-shi	11757
Communication	2009	Sapporo-shi	9687
Education	2009	Sapporo-shi	8371
Culture & recreation	2009	Sapporo-shi	27388
Recreational durable goods	2009	Sapporo-shi	3255
Recreational goods	2009	Sapporo-shi	5560
Books & other reading materials	2009	Sapporo-shi	4143
Recreational services	2009	Sapporo-shi	14430
Accommodation services	2009	Sapporo-shi	1127
Package tours	2009	Sapporo-shi	2503
Lesson fees	2009	Sapporo-shi	3344
Other recreational services	2009	Sapporo-shi	7457
Other consumption expenditures	2009	Sapporo-shi	55865
Miscellaneous	2009	Sapporo-shi	20617
Personal care services	2009	Sapporo-shi	2912
Personal care goods	2009	Sapporo-shi	3565
Personal effects	2009	Sapporo-shi	2699
Tobacco	2009	Sapporo-shi	1614
Other miscellaneous	2009	Sapporo-shi	9827
Pocket money (of which, detailed uses unknown)	2009	Sapporo-shi	12581
Social expenses	2009	Sapporo-shi	19904
Other goods & services	2009	Sapporo-shi	683
Money gifts	2009	Sapporo-shi	7840
Other social expenses	2009	Sapporo-shi	3742
Remittance	2009	Sapporo-shi	2763
(Regrouped) Expenses for education	2009	Sapporo-shi	10809
(Regrouped) Expenses for culture & recreation	2009	Sapporo-shi	31263
(Regrouped) Intel exchange	2009	Sapporo-shi	11950
(Regrouped) Sum of Goods & Services 1)	2009	Sapporo-shi	215528
Goods (commodities)	2009	Sapporo-shi	122540
Durable goods	2009	Sapporo-shi	14360
Semi-durable goods	2009	Sapporo-shi	20898
Non-durable goods	2009	Sapporo-shi	87283
Services	2009	Sapporo-shi	92988
Expenditures in kind	2009	Sapporo-shi	5050
Homemade	2009	Sapporo-shi	112
Engel's coefficient (%)	2009	Sapporo-shi	22.1
Distribution of households	2009	Aomori-shi	24
Num. of tabulated households	2009	Aomori-shi	102
Num. of persons per household (persons)	2009	Aomori-shi	2.61
Num. of earners per household (persons)	2009	Aomori-shi	1.03
Age of household heads (years old)	2009	Aomori-shi	56
Rate of owned dwellings (%)	2009	Aomori-shi	67.6
Rate of rented dwellings & land (%)	2009	Aomori-shi	30.5
Consumption expenditures	2009	Aomori-shi	231285
Food	2009	Aomori-shi	56841
Cereals	2009	Aomori-shi	5121
Rice	2009	Aomori-shi	1800
Bread	2009	Aomori-shi	1583
Noodles	2009	Aomori-shi	1436
Other cereals	2009	Aomori-shi	302
Fish & shellfish	2009	Aomori-shi	6492
Raw fish & shellfish	2009	Aomori-shi	3883
Salted & dried fish	2009	Aomori-shi	1263
Fish-paste products	2009	Aomori-shi	456
Other processed fish	2009	Aomori-shi	890
Meat	2009	Aomori-shi	4529
Raw meat	2009	Aomori-shi	3420
Processed meat	2009	Aomori-shi	1109
Dairy products & eggs	2009	Aomori-shi	2384
Fresh milk	2009	Aomori-shi	942
Dairy products	2009	Aomori-shi	958
Eggs	2009	Aomori-shi	483
Vegetables & seaweeds	2009	Aomori-shi	7120
Fresh vegetables	2009	Aomori-shi	4510
Dried vegetables & seaweeds	2009	Aomori-shi	593
Soybean products	2009	Aomori-shi	908
Other processed vegetables & seaweeds	2009	Aomori-shi	1108
Fruits	2009	Aomori-shi	2174
Fresh fruits	2009	Aomori-shi	2060
Processed fruits	2009	Aomori-shi	114
Oils, fats & seasonings	2009	Aomori-shi	2622
Oils & fats	2009	Aomori-shi	305
Seasonings	2009	Aomori-shi	2317
Cakes & candies	2009	Aomori-shi	4233
Cooked food	2009	Aomori-shi	6824
Cooked food with rice, bread or noodles	2009	Aomori-shi	3178
Other cooked food	2009	Aomori-shi	3647
Beverages	2009	Aomori-shi	3618
Tea	2009	Aomori-shi	772
Coffee & cocoa	2009	Aomori-shi	859
Other beverages	2009	Aomori-shi	1987
Alcoholic beverages	2009	Aomori-shi	3440
Meals outside the home	2009	Aomori-shi	8283
Eating out	2009	Aomori-shi	7218
School lunch	2009	Aomori-shi	1065
Charges for board	2009	Aomori-shi	0
Housing	2009	Aomori-shi	16583
Rents for dwelling & land	2009	Aomori-shi	10422
Repairs & maintenance	2009	Aomori-shi	6161
Tools & materials for repairs & maintenance	2009	Aomori-shi	1812
Service charges for repairs & maintenance	2009	Aomori-shi	4350
Fuel, light & water charges	2009	Aomori-shi	23139
Electricity	2009	Aomori-shi	8452
Gas	2009	Aomori-shi	4239
Other fuel & light	2009	Aomori-shi	5317
Water & sewerage charges	2009	Aomori-shi	5130
Furniture & household utensils	2009	Aomori-shi	7732
Household durable goods	2009	Aomori-shi	2570
Durable goods assisting housework	2009	Aomori-shi	1488
Heating & cooling appliances	2009	Aomori-shi	922
General furniture	2009	Aomori-shi	160
Interior furnishings & decorations	2009	Aomori-shi	401
Bedding	2009	Aomori-shi	283
Domestic utensils	2009	Aomori-shi	1266
Domestic non-durable goods	2009	Aomori-shi	2120
Domestic services	2009	Aomori-shi	1092
Clothing & footwear	2009	Aomori-shi	9225
Japanese clothing	2009	Aomori-shi	837
Clothing	2009	Aomori-shi	3062
Shirts & sweaters	2009	Aomori-shi	1668
Underwear	2009	Aomori-shi	800
Cloth & thread	2009	Aomori-shi	136
Other clothing	2009	Aomori-shi	746
Footwear	2009	Aomori-shi	1189
Services related to clothing	2009	Aomori-shi	787
Medical care	2009	Aomori-shi	9711
Medicines	2009	Aomori-shi	1976
Health fortification	2009	Aomori-shi	1128
Medical supplies & appliances	2009	Aomori-shi	1559
Medical services	2009	Aomori-shi	5048
Transportation & communication	2009	Aomori-shi	31590
Public transportation	2009	Aomori-shi	2966
Private transportation	2009	Aomori-shi	18052
Purchase of vehicles	2009	Aomori-shi	6732
Purchase of bicycles	2009	Aomori-shi	66
Maintenance of vehicles	2009	Aomori-shi	11254
Communication	2009	Aomori-shi	10572
Education	2009	Aomori-shi	8234
Culture & recreation	2009	Aomori-shi	20372
Recreational durable goods	2009	Aomori-shi	2884
Recreational goods	2009	Aomori-shi	4851
Books & other reading materials	2009	Aomori-shi	3687
Recreational services	2009	Aomori-shi	8951
Accommodation services	2009	Aomori-shi	493
Package tours	2009	Aomori-shi	785
Lesson fees	2009	Aomori-shi	2190
Other recreational services	2009	Aomori-shi	5482
Other consumption expenditures	2009	Aomori-shi	47858
Miscellaneous	2009	Aomori-shi	17262
Personal care services	2009	Aomori-shi	2279
Personal care goods	2009	Aomori-shi	3019
Personal effects	2009	Aomori-shi	690
Tobacco	2009	Aomori-shi	1468
Other miscellaneous	2009	Aomori-shi	9804
Pocket money (of which, detailed uses unknown)	2009	Aomori-shi	7860
Social expenses	2009	Aomori-shi	14857
Other goods & services	2009	Aomori-shi	223
Money gifts	2009	Aomori-shi	7240
Other social expenses	2009	Aomori-shi	1205
Remittance	2009	Aomori-shi	7880
(Regrouped) Expenses for education	2009	Aomori-shi	15176
(Regrouped) Expenses for culture & recreation	2009	Aomori-shi	22247
(Regrouped) Intel exchange	2009	Aomori-shi	13219
(Regrouped) Sum of Goods & Services 1)	2009	Aomori-shi	207101
Goods (commodities)	2009	Aomori-shi	127670
Durable goods	2009	Aomori-shi	15240
Semi-durable goods	2009	Aomori-shi	15863
Non-durable goods	2009	Aomori-shi	96566
Services	2009	Aomori-shi	79431
Expenditures in kind	2009	Aomori-shi	6099
Homemade	2009	Aomori-shi	205
Engel's coefficient (%)	2009	Aomori-shi	24.6
Distribution of households	2009	Morioka-shi	23
Num. of tabulated households	2009	Morioka-shi	103
Num. of persons per household (persons)	2009	Morioka-shi	2.56
Num. of earners per household (persons)	2009	Morioka-shi	1.07
Age of household heads (years old)	2009	Morioka-shi	58.6
Rate of owned dwellings (%)	2009	Morioka-shi	73.5
Rate of rented dwellings & land (%)	2009	Morioka-shi	25.8
Consumption expenditures	2009	Morioka-shi	257996
Food	2009	Morioka-shi	57556
Cereals	2009	Morioka-shi	5305
Rice	2009	Morioka-shi	1998
Bread	2009	Morioka-shi	1720
Noodles	2009	Morioka-shi	1233
Other cereals	2009	Morioka-shi	355
Fish & shellfish	2009	Morioka-shi	5672
Raw fish & shellfish	2009	Morioka-shi	3112
Salted & dried fish	2009	Morioka-shi	1255
Fish-paste products	2009	Morioka-shi	540
Other processed fish	2009	Morioka-shi	765
Meat	2009	Morioka-shi	4046
Raw meat	2009	Morioka-shi	3100
Processed meat	2009	Morioka-shi	946
Dairy products & eggs	2009	Morioka-shi	3166
Fresh milk	2009	Morioka-shi	1394
Dairy products	2009	Morioka-shi	1191
Eggs	2009	Morioka-shi	580
Vegetables & seaweeds	2009	Morioka-shi	7730
Fresh vegetables	2009	Morioka-shi	4673
Dried vegetables & seaweeds	2009	Morioka-shi	701
Soybean products	2009	Morioka-shi	1228
Other processed vegetables & seaweeds	2009	Morioka-shi	1128
Fruits	2009	Morioka-shi	2319
Fresh fruits	2009	Morioka-shi	2199
Processed fruits	2009	Morioka-shi	120
Oils, fats & seasonings	2009	Morioka-shi	2757
Oils & fats	2009	Morioka-shi	260
Seasonings	2009	Morioka-shi	2497
Cakes & candies	2009	Morioka-shi	4462
Cooked food	2009	Morioka-shi	6705
Cooked food with rice, bread or noodles	2009	Morioka-shi	2935
Other cooked food	2009	Morioka-shi	3770
Beverages	2009	Morioka-shi	3480
Tea	2009	Morioka-shi	735
Coffee & cocoa	2009	Morioka-shi	817
Other beverages	2009	Morioka-shi	1928
Alcoholic beverages	2009	Morioka-shi	3076
Meals outside the home	2009	Morioka-shi	8838
Eating out	2009	Morioka-shi	8335
School lunch	2009	Morioka-shi	503
Charges for board	2009	Morioka-shi	0
Housing	2009	Morioka-shi	15546
Rents for dwelling & land	2009	Morioka-shi	11310
Repairs & maintenance	2009	Morioka-shi	4236
Tools & materials for repairs & maintenance	2009	Morioka-shi	980
Service charges for repairs & maintenance	2009	Morioka-shi	3256
Fuel, light & water charges	2009	Morioka-shi	21182
Electricity	2009	Morioka-shi	8409
Gas	2009	Morioka-shi	4912
Other fuel & light	2009	Morioka-shi	3605
Water & sewerage charges	2009	Morioka-shi	4257
Furniture & household utensils	2009	Morioka-shi	7515
Household durable goods	2009	Morioka-shi	2322
Durable goods assisting housework	2009	Morioka-shi	1699
Heating & cooling appliances	2009	Morioka-shi	395
General furniture	2009	Morioka-shi	228
Interior furnishings & decorations	2009	Morioka-shi	599
Bedding	2009	Morioka-shi	435
Domestic utensils	2009	Morioka-shi	1554
Domestic non-durable goods	2009	Morioka-shi	1804
Domestic services	2009	Morioka-shi	801
Clothing & footwear	2009	Morioka-shi	10138
Japanese clothing	2009	Morioka-shi	234
Clothing	2009	Morioka-shi	3159
Shirts & sweaters	2009	Morioka-shi	2287
Underwear	2009	Morioka-shi	887
Cloth & thread	2009	Morioka-shi	177
Other clothing	2009	Morioka-shi	909
Footwear	2009	Morioka-shi	1387
Services related to clothing	2009	Morioka-shi	1099
Medical care	2009	Morioka-shi	11258
Medicines	2009	Morioka-shi	2107
Health fortification	2009	Morioka-shi	948
Medical supplies & appliances	2009	Morioka-shi	1986
Medical services	2009	Morioka-shi	6218
Transportation & communication	2009	Morioka-shi	34515
Public transportation	2009	Morioka-shi	5240
Private transportation	2009	Morioka-shi	19274
Purchase of vehicles	2009	Morioka-shi	6911
Purchase of bicycles	2009	Morioka-shi	157
Maintenance of vehicles	2009	Morioka-shi	12207
Communication	2009	Morioka-shi	10000
Education	2009	Morioka-shi	6277
Culture & recreation	2009	Morioka-shi	24874
Recreational durable goods	2009	Morioka-shi	2650
Recreational goods	2009	Morioka-shi	5675
Books & other reading materials	2009	Morioka-shi	3860
Recreational services	2009	Morioka-shi	12689
Accommodation services	2009	Morioka-shi	940
Package tours	2009	Morioka-shi	2911
Lesson fees	2009	Morioka-shi	1973
